Time [s],STM Temp [C],MCP Temp [C],,,STM Temp [C],MCP Temp [C],,,,,,,,,,,,
60000,21.9786,18.875,,1,21.9786,18.875,,,,,,,,,,,,
120000,22.31515,18.875,,2,22.31515,18.875,,,,,,,,,,,,
180000,22.85929,18.875,,3,22.85929,18.875,,,,,,,,,,,,
240000,22.6517,18.875,,4,22.6517,18.875,,,,,,,,,,,,
300000,22.98824,18.8125,,5,22.98824,18.8125,,,,,,,,,,,,
360000,22.31515,18.8125,,6,22.31515,18.8125,,,,,,,,,,,,
420000,22.6517,18.875,,7,22.6517,18.875,,,,,,,,,,,,
480000,22.6517,18.875,,8,22.6517,18.875,,,,,,,,,,,,
540000,22.98824,18.875,,9,22.98824,18.875,,,,,,,,,,,,
600000,22.6517,18.75,,10,22.6517,18.75,,,,,,,,,,,,
660000,22.98824,18.8125,,11,22.98824,18.8125,,,,,,,,,,,,
720000,22.98824,18.75,,12,22.98824,18.75,,,,,,,,,,,,
780000,22.31515,18.8125,,13,22.31515,18.8125,,,,,,,,,,,,
840000,22.98824,18.8125,,14,22.98824,18.8125,,,,,,,,,,,,
900000,22.6517,18.875,,15,22.6517,18.875,,,,,,,,,,,,
960000,22.7807,18.8125,,16,22.7807,18.8125,,,,,,,,,,,,
1020000,22.7807,18.8125,,17,22.7807,18.8125,,,,,,,,,,,,
1080000,22.6517,18.75,,18,22.6517,18.75,,,,,,,,,,,,
1140000,22.6517,18.75,,19,22.6517,18.75,,Temperature data for this project was collected in Joshua Hoye's room overnight.,,,,,,,,,,
1200000,22.98824,18.75,,20,22.98824,18.75,,,,,,,,,,,,
1260000,22.31515,18.8125,,21,22.31515,18.8125,,,,,,,,,,,,
1320000,22.44437,18.75,,22,22.44437,18.75,,,,,,,,,,,,
1380000,22.6517,18.75,,23,22.6517,18.75,,,,,,,,,,,,
1440000,22.6517,18.75,,24,22.6517,18.75,,,,,,,,,,,,
1500000,22.6517,18.6875,,25,22.6517,18.6875,,,,,,,,,,,,
1560000,22.6517,18.6875,,26,22.6517,18.6875,,,,,,,,,,,,
1620000,22.98824,18.75,,27,22.98824,18.75,,,,,,,,,,,,
1680000,22.6517,18.75,,28,22.6517,18.75,,,,,,,,,,,,
1740000,22.98824,18.75,,29,22.98824,18.75,,,,,,,,,,,,
1800000,22.31515,18.8125,,30,22.31515,18.8125,,,,,,,,,,,,
1860000,22.10805,18.75,,31,22.10805,18.75,,,,,,,,,,,,
1920000,22.31515,18.75,,32,22.31515,18.75,,,,,,,,,,,,
1980000,22.6517,18.8125,,33,22.6517,18.8125,,,,,,,,,,,,
2040000,22.6517,18.75,,34,22.6517,18.75,,,,,,,,,,,,
2100000,22.98824,18.6875,,35,22.98824,18.6875,,,,,,,,,,,,
2160000,22.6517,18.6875,,36,22.6517,18.6875,,,,,,,,,,,,
2220000,22.6517,18.75,,37,22.6517,18.75,,,,,,,,,,,,
2280000,22.85929,18.75,,38,22.85929,18.75,,,,,,,,,,,,
2340000,22.98824,18.6875,,39,22.98824,18.6875,,,,,,,,,,,,
2400000,22.6517,18.6875,,40,22.6517,18.6875,,,,,,,,,,,,
2460000,22.6517,18.625,,41,22.6517,18.625,,,,,,,,,,,,
2520000,22.6517,18.625,,42,22.6517,18.625,,,,,,,,,,,,
2580000,22.6517,18.5,,43,22.6517,18.5,,,,,,,,,,,,
2640000,22.31515,18.5625,,44,22.31515,18.5625,,,,,,,,,,,,
2700000,22.10805,18.625,,45,22.10805,18.625,,,,,,,,,,,,
2760000,22.31515,18.5625,,46,22.31515,18.5625,,,,,,,,,,,,
2820000,22.31515,18.625,,47,22.31515,18.625,,,,,,,,,,,,
2880000,22.44437,18.5625,,48,22.44437,18.5625,,,,,,,,,,,,
2940000,22.6517,18.5625,,49,22.6517,18.5625,,,,,,,,,,,,
3000000,21.9786,18.5625,,50,21.9786,18.5625,,,,,,,,,,,,
3060000,22.31515,18.5625,,51,22.31515,18.5625,,,,,,,,,,,,
3120000,22.6517,18.5625,,52,22.6517,18.5625,,,,,,,,,,,,
3180000,22.31515,18.5625,,53,22.31515,18.5625,,,,,,,,,,,,
3240000,22.6517,18.5625,,54,22.6517,18.5625,,,,,,,,,,,,
3300000,22.6517,18.5625,,55,22.6517,18.5625,,,,,,,,,,,,
3360000,21.9786,18.625,,56,21.9786,18.625,,,,,,,,,,,,
3420000,22.52252,18.625,,57,22.52252,18.625,,,,,,,,,,,,
3480000,22.6517,18.625,,58,22.6517,18.625,,,,,,,,,,,,
3540000,22.31515,18.5625,,59,22.31515,18.5625,,,,,,,,,,,,
3600000,22.6517,18.5625,,60,22.6517,18.5625,,,,,,,,,,,,
3660000,22.31515,18.5625,,61,22.31515,18.5625,,,,,,,,,,,,
3720000,22.31515,18.5625,,62,22.31515,18.5625,,,,,,,,,,,,
3780000,22.6517,18.625,,63,22.6517,18.625,,,,,,,,,,,,
3840000,22.31515,18.625,,64,22.31515,18.625,,,,,,,,,,,,
3900000,22.31515,18.5625,,65,22.31515,18.5625,,,,,,,,,,,,
3960000,22.31515,18.5625,,66,22.31515,18.5625,,,,,,,,,,,,
4020000,22.31515,18.5625,,67,22.31515,18.5625,,,,,,,,,,,,
4080000,22.6517,18.5625,,68,22.6517,18.5625,,,,,,,,,,,,
4140000,22.6517,18.625,,69,22.6517,18.625,,,,,,,,,,,,
4200000,22.6517,18.75,,70,22.6517,18.75,,,,,,,,,,,,
4260000,22.98824,18.75,,71,22.98824,18.75,,,,,,,,,,,,
4320000,22.6517,18.875,,72,22.6517,18.875,,,,,,,,,,,,
4380000,22.98824,18.875,,73,22.98824,18.875,,,,,,,,,,,,
4440000,22.6517,18.8125,,74,22.6517,18.8125,,,,,,,,,,,,
4500000,22.6517,18.75,,75,22.6517,18.75,,,,,,,,,,,,
4560000,22.98824,18.6875,,76,22.98824,18.6875,,,,,,,,,,,,
4620000,22.6517,18.6875,,77,22.6517,18.6875,,,,,,,,,,,,
4680000,22.98824,18.625,,78,22.98824,18.625,,,,,,,,,,,,
4740000,22.52252,18.625,,79,22.52252,18.625,,,,,,,,,,,,
4800000,22.98824,18.6875,,80,22.98824,18.6875,,,,,,,,,,,,
4860000,22.6517,18.6875,,81,22.6517,18.6875,,,,,,,,,,,,
4920000,22.98824,18.75,,82,22.98824,18.75,,,,,,,,,,,,
4980000,22.44437,18.8125,,83,22.44437,18.8125,,,,,,,,,,,,
5040000,22.44437,18.8125,,84,22.44437,18.8125,,,,,,,,,,,,
5100000,22.31515,18.875,,85,22.31515,18.875,,,,,,,,,,,,
5160000,22.6517,18.75,,86,22.6517,18.75,,,,,,,,,,,,
5220000,22.6517,18.875,,87,22.6517,18.875,,,,,,,,,,,,
5280000,22.6517,18.75,,88,22.6517,18.75,,,,,,,,,,,,
5340000,22.6517,18.75,,89,22.6517,18.75,,,,,,,,,,,,
5400000,22.6517,18.6875,,90,22.6517,18.6875,,,,,,,,,,,,
5460000,22.31515,18.75,,91,22.31515,18.75,,,,,,,,,,,,
5520000,22.10805,18.75,,92,22.10805,18.75,,,,,,,,,,,,
5580000,22.44437,18.75,,93,22.44437,18.75,,,,,,,,,,,,
5640000,22.85929,18.75,,94,22.85929,18.75,,,,,,,,,,,,
5700000,22.98824,18.8125,,95,22.98824,18.8125,,,,,,,,,,,,
5760000,22.31515,18.75,,96,22.31515,18.75,,,,,,,,,,,,
5820000,22.31515,18.75,,97,22.31515,18.75,,,,,,,,,,,,
5880000,22.6517,18.75,,98,22.6517,18.75,,,,,,,,,,,,
5940000,22.6517,18.6875,,99,22.6517,18.6875,,,,,,,,,,,,
6000000,22.6517,18.625,,100,22.6517,18.625,,,,,,,,,,,,
6060000,22.31515,18.5625,,101,22.31515,18.5625,,,,,,,,,,,,
6120000,22.6517,18.5625,,102,22.6517,18.5625,,,,,,,,,,,,
6180000,22.31515,18.5625,,103,22.31515,18.5625,,,,,,,,,,,,
